ticker,trading_date,open,high,low,close,volume
VHM,2018-05-17T00:00,64363.4,64363.4,64363.4,64363.4,18000.0
VHM,2018-05-18T00:00,64363.4,64363.4,64363.4,64363.4,0.0
VHM,2018-05-21T00:00,64363.4,64363.4,64363.4,64363.4,0.0
VHM,2018-05-22T00:00,68848.45,68848.45,68848.45,68848.45,20.0
VHM,2018-05-23T00:00,66693.3,66693.3,64072.17,64246.91,4839580.0
VHM,2018-05-24T00:00,64538.14,66868.04,64130.41,66693.3,1937240.0
VHM,2018-05-25T00:00,66868.04,69838.66,66693.3,68440.72,1749720.0
VHM,2018-05-28T00:00,64654.64,68731.96,64654.64,68149.49,2944740.0
VHM,2018-05-29T00:00,68149.49,68265.98,65877.84,67567.01,884320.0
VHM,2018-05-30T00:00,67567.01,68149.49,65819.59,68149.49,2448260.0
VHM,2018-05-31T00:00,68149.49,68440.72,67042.78,67042.78,1178690.0
VHM,2018-06-01T00:00,67042.78,68440.72,66693.3,67858.25,814870.0
VHM,2018-06-04T00:00,67567.01,68673.71,67275.77,68673.71,1762630.0
VHM,2018-06-05T00:00,68673.71,69314.43,68149.49,68731.96,1229890.0
VHM,2018-06-06T00:00,68440.72,70421.13,68149.49,69896.91,712230.0
VHM,2018-06-07T00:00,71061.86,71061.86,65004.12,69896.91,1167210.0
VHM,2018-06-08T00:00,69896.91,70421.13,68440.72,69896.91,462940.0
VHM,2018-06-11T00:00,70362.89,70362.89,69314.43,69896.91,425790.0
VHM,2018-06-12T00:00,69896.91,69896.91,68149.49,68731.96,816310.0
VHM,2018-06-13T00:00,68731.96,68964.95,68498.97,68731.96,289590.0
VHM,2018-06-14T00:00,68731.96,69023.2,67741.75,68149.49,624230.0
VHM,2018-06-15T00:00,68557.22,68557.22,67858.25,67858.25,213150.0
VHM,2018-06-18T00:00,67858.25,68731.96,67567.01,67858.25,626280.0
VHM,2018-06-19T00:00,67858.25,67858.25,66809.79,66984.54,770730.0
VHM,2018-06-20T00:00,62382.99,67567.01,62382.99,66984.54,613980.0
VHM,2018-06-21T00:00,66984.54,67042.78,66402.06,66984.54,117280.0
VHM,2018-06-22T00:00,66984.54,66984.54,66402.06,66518.56,83230.0
VHM,2018-06-25T00:00,66518.56,67508.76,66518.56,67275.77,214260.0
VHM,2018-06-26T00:00,67275.77,67275.77,66460.31,66984.54,112440.0
VHM,2018-06-27T00:00,65528.35,66460.31,64072.17,64072.17,305740.0
VHM,2018-06-28T00:00,64072.17,65819.59,62907.22,64072.17,185920.0
VHM,2018-06-29T00:00,65819.59,65819.59,63198.45,65470.1,321730.0
VHM,2018-07-02T00:00,65528.35,65528.35,64072.17,64829.38,456190.0
VHM,2018-07-03T00:00,64829.38,64829.38,60344.33,60344.33,165430.0
VHM,2018-07-04T00:00,59470.62,64538.14,59470.62,64538.14,1358170.0
VHM,2018-07-05T00:00,64538.14,66984.54,64538.14,66402.06,1208630.0
VHM,2018-07-06T00:00,64945.88,66343.81,64945.88,65528.35,497040.0
VHM,2018-07-09T00:00,65528.35,66052.58,65528.35,65703.09,134390.0
VHM,2018-07-10T00:00,65644.85,65703.09,63198.45,64654.64,298180.0
VHM,2018-07-11T00:00,64072.17,64654.64,62907.22,63897.42,86370.0
VHM,2018-07-12T00:00,63897.42,64538.14,62907.22,64072.17,113470.0
VHM,2018-07-13T00:00,62499.48,64654.64,62499.48,63664.43,57420.0
VHM,2018-07-16T00:00,64363.4,64363.4,61742.27,61742.27,93750.0
VHM,2018-07-17T00:00,63489.69,64654.64,61742.27,61742.27,410540.0
VHM,2018-07-18T00:00,64072.17,64072.17,62324.74,62557.73,115930.0
VHM,2018-07-19T00:00,62907.22,62907.22,62033.51,62033.51,359780.0
VHM,2018-07-20T00:00,62324.74,62907.22,61800.52,62266.5,361710.0
VHM,2018-07-23T00:00,59994.85,63780.93,59994.85,62790.72,140470.0
VHM,2018-07-24T00:00,59994.85,62732.47,59994.85,62033.51,52950.0
VHM,2018-07-25T00:00,62324.74,62324.74,61392.78,62033.51,123900.0
VHM,2018-07-26T00:00,62033.51,62790.72,61742.27,61742.27,205970.0
VHM,2018-07-27T00:00,61742.27,62033.51,61159.79,61684.02,67370.0
VHM,2018-07-30T00:00,61742.27,64363.4,61159.79,64363.4,324540.0
VHM,2018-07-31T00:00,65237.11,65237.11,63373.2,64246.91,170450.0
VHM,2018-08-01T00:00,64246.91,64305.16,63198.45,63256.7,320670.0
VHM,2018-08-02T00:00,64013.92,64013.92,63256.7,63373.2,265210.0
VHM,2018-08-03T00:00,63606.19,63897.42,63198.45,63489.69,398200.0
VHM,2018-08-06T00:00,63489.69,63547.94,63373.2,63489.69,182880.0
VHM,2018-08-07T00:00,63489.69,63489.69,62324.74,62615.98,160500.0
VHM,2018-08-08T00:00,62615.98,63373.2,62615.98,62907.22,134310.0
VHM,2018-08-09T00:00,62907.22,63489.69,62907.22,63314.95,285670.0
VHM,2018-08-10T00:00,63489.69,63489.69,61742.27,62266.5,120470.0
VHM,2018-08-13T00:00,63140.21,63140.21,62266.5,62615.98,1088420.0
VHM,2018-08-14T00:00,62324.74,62907.22,62324.74,62790.72,406610.0
VHM,2018-08-15T00:00,62790.72,62848.97,62382.99,62790.72,436300.0
VHM,2018-08-16T00:00,62790.72,62848.97,62382.99,62790.72,726220.0
VHM,2018-08-17T00:00,66402.06,66402.06,63373.2,63373.2,1125570.0
VHM,2018-08-20T00:00,64887.63,64887.63,63373.2,63373.2,575880.0
VHM,2018-08-21T00:00,63373.2,64363.4,63373.2,64013.92,741280.0
VHM,2018-08-22T00:00,64013.92,64538.14,63839.18,64013.92,415780.0
VHM,2018-08-23T00:00,64072.17,65295.36,64072.17,65178.87,1371780.0
VHM,2018-08-24T00:00,65353.61,65761.34,64712.89,64945.88,1340480.0
VHM,2018-08-27T00:00,65178.87,65178.87,64829.38,64945.88,913670.0
VHM,2018-08-28T00:00,64945.88,64945.88,64363.4,64654.64,817180.0
VHM,2018-08-29T00:00,64654.64,64654.64,63081.96,63081.96,303590.0
VHM,2018-08-30T00:00,62907.22,62907.22,62033.51,62557.73,409540.0
VHM,2018-08-31T00:00,62557.73,64771.13,60577.32,60577.32,3027640.0
VHM,2018-09-04T00:00,62266.5,62732.47,60693.81,61101.55,225530.0
VHM,2018-09-05T00:00,61625.77,61742.27,61218.04,61742.27,318560.0
VHM,2018-09-06T00:00,61742.27,61742.27,60926.8,61159.79,287240.0
VHM,2018-09-07T00:00,60577.32,61159.79,60577.32,61043.3,459090.0
VHM,2018-09-10T00:00,61451.03,61451.03,60926.8,60926.8,532950.0
VHM,2018-09-11T00:00,60577.32,61159.79,60402.58,60402.58,483770.0
VHM,2018-09-12T00:00,61043.3,61043.3,60460.83,60577.32,605640.0
VHM,2018-09-13T00:00,60577.32,61509.28,60577.32,61218.04,836910.0
VHM,2018-09-14T00:00,61625.77,61742.27,61334.54,61451.03,591790.0
VHM,2018-09-17T00:00,61451.03,62150.0,61392.78,61451.03,1287240.0
VHM,2018-09-18T00:00,61451.03,61451.03,60577.32,60926.8,207550.0
VHM,2018-09-19T00:00,61392.78,61392.78,59994.85,60926.8,258160.0
VHM,2018-09-20T00:00,61159.79,61159.79,60519.07,61159.79,336900.0
VHM,2018-09-21T00:00,60926.8,61218.04,59121.13,59121.13,8102520.0
VHM,2018-09-24T00:00,59121.13,59994.85,59121.13,59936.6,634680.0
VHM,2018-09-25T00:00,59994.85,60227.84,59179.38,59645.36,472130.0
VHM,2018-09-26T00:00,59412.37,59703.61,59354.12,59354.12,473580.0
VHM,2018-09-27T00:00,59994.85,60868.56,59994.85,60577.32,525990.0
VHM,2018-09-28T00:00,61451.03,61742.27,60926.8,61742.27,846730.0
VHM,2018-10-01T00:00,62033.51,62382.99,60053.09,60053.09,523580.0
VHM,2018-10-02T00:00,60752.06,61159.79,60460.83,60577.32,534540.0
VHM,2018-10-03T00:00,61101.55,61101.55,59354.12,59412.37,467970.0
VHM,2018-10-04T00:00,60577.32,60577.32,59761.86,59761.86,331810.0
VHM,2018-10-05T00:00,60577.32,60577.32,59470.62,59470.62,304710.0
VHM,2018-10-08T00:00,60067.66,60431.7,58247.42,58247.42,265800.0
VHM,2018-10-09T00:00,59121.13,59849.23,58247.42,58247.42,267080.0
VHM,2018-10-10T00:00,59339.56,59339.56,58247.42,58320.23,378520.0
VHM,2018-10-11T00:00,56063.14,58393.04,54679.77,55699.1,736740.0
VHM,2018-10-12T00:00,55699.1,57519.33,55335.05,56063.14,666960.0
VHM,2018-10-15T00:00,56063.14,56063.14,53150.77,53223.58,505140.0
VHM,2018-10-16T00:00,53223.58,54679.77,53223.58,54315.72,349810.0
VHM,2018-10-17T00:00,55553.48,56063.14,54606.96,55626.29,300010.0
VHM,2018-10-18T00:00,55626.29,55917.53,54971.01,55043.81,146220.0
VHM,2018-10-19T00:00,54315.72,55407.86,53878.87,54461.34,282610.0
VHM,2018-10-22T00:00,54461.34,54971.01,54388.53,54388.53,252630.0
VHM,2018-10-23T00:00,53733.25,54242.91,53442.01,53951.68,136760.0
VHM,2018-10-24T00:00,53514.82,54024.48,52786.73,52786.73,233830.0
VHM,2018-10-25T00:00,49874.36,51112.11,49510.31,49874.36,479440.0
VHM,2018-10-26T00:00,49874.36,50238.4,46452.32,47326.03,1004220.0
VHM,2018-10-29T00:00,45505.8,46306.7,44413.66,44996.13,338080.0
VHM,2018-10-30T00:00,43758.38,45869.85,43685.57,45214.56,574230.0
VHM,2018-10-31T00:00,45360.18,48345.36,45360.18,48345.36,1099060.0
VHM,2018-11-01T00:00,47398.84,50966.5,47398.84,50238.4,871070.0
VHM,2018-11-02T00:00,50966.5,53733.25,50966.5,52422.68,1170010.0
VHM,2018-11-05T00:00,53150.77,53733.25,51694.59,52422.68,758430.0
VHM,2018-11-06T00:00,53150.77,53150.77,51694.59,52422.68,379000.0
VHM,2018-11-07T00:00,52713.92,52932.35,51548.97,52932.35,298710.0
VHM,2018-11-08T00:00,53442.01,54388.53,53150.77,54388.53,481780.0
VHM,2018-11-09T00:00,54242.91,55771.91,53878.87,55335.05,520370.0
VHM,2018-11-12T00:00,54898.2,55480.67,54679.77,55335.05,274460.0
VHM,2018-11-13T00:00,53223.58,55335.05,53223.58,55189.43,271790.0
VHM,2018-11-14T00:00,55189.43,55335.05,54606.96,55189.43,284050.0
VHM,2018-11-15T00:00,54461.34,55189.43,54242.91,54971.01,301910.0
VHM,2018-11-16T00:00,54242.91,54534.15,51330.54,51840.21,788790.0
VHM,2018-11-19T00:00,52058.63,53077.96,50893.69,53077.96,323690.0
VHM,2018-11-20T00:00,52495.49,54971.01,52495.49,54606.96,500750.0
VHM,2018-11-21T00:00,54606.96,55189.43,53296.39,55189.43,451550.0
VHM,2018-11-22T00:00,54971.01,56791.24,54606.96,56063.14,504210.0
VHM,2018-11-23T00:00,56063.14,56645.62,55407.86,55407.86,89640.0
VHM,2018-11-26T00:00,55335.05,56281.57,54971.01,56063.14,301550.0
VHM,2018-11-27T00:00,56427.19,57228.09,56354.38,57009.67,399420.0
VHM,2018-11-28T00:00,56791.24,57082.47,56427.19,57009.67,170200.0
VHM,2018-11-29T00:00,57155.28,57446.52,57082.47,57300.9,473940.0
VHM,2018-11-30T00:00,57300.9,57446.52,55335.05,56645.62,593960.0
VHM,2018-12-03T00:00,57155.28,57300.9,56572.81,56572.81,194530.0
VHM,2018-12-04T00:00,56791.24,60431.7,56791.24,59703.61,700280.0
VHM,2018-12-05T00:00,58247.42,60067.66,58247.42,58757.09,384670.0
