ticker,trading_date,open,high,low,close,volume
VIC,2007-09-19T00:00,4878.14,4878.14,4878.14,4878.14,307840.0
VIC,2007-09-20T00:00,5112.3,5112.3,5073.27,5112.3,794790.0
VIC,2007-09-21T00:00,5346.45,5346.45,5268.4,5346.45,1224660.0
VIC,2007-09-24T00:00,5580.6,5580.6,5580.6,5580.6,551130.0
VIC,2007-09-25T00:00,5853.77,5853.77,5775.72,5853.77,962110.0
VIC,2007-09-26T00:00,6126.95,6126.95,6009.87,6126.95,781900.0
VIC,2007-09-27T00:00,6048.9,6126.95,5853.77,5853.77,562590.0
VIC,2007-09-28T00:00,6009.87,6126.95,5970.85,6126.95,833570.0
VIC,2007-10-01T00:00,6400.13,6400.13,6361.1,6400.13,781020.0
VIC,2007-10-02T00:00,6712.33,6712.33,6556.23,6712.33,887990.0
VIC,2007-10-03T00:00,7024.53,7024.53,6985.5,7024.53,1027610.0
VIC,2007-10-04T00:00,7375.76,7375.76,7375.76,7375.76,1206640.0
VIC,2007-10-05T00:00,7726.98,7726.98,7375.76,7531.86,1116040.0
VIC,2007-10-08T00:00,7492.83,7687.96,7375.76,7531.86,949940.0
VIC,2007-10-09T00:00,7375.76,7414.78,7180.63,7180.63,527100.0
VIC,2007-10-10T00:00,7297.7,7336.73,7141.6,7180.63,599460.0
VIC,2007-10-11T00:00,7141.6,7141.6,6985.5,6985.5,362850.0
VIC,2007-10-12T00:00,6946.48,7024.53,6907.45,7024.53,527800.0
VIC,2007-10-15T00:00,7024.53,7219.65,7024.53,7219.65,326950.0
VIC,2007-10-16T00:00,7219.65,7219.65,7063.55,7063.55,236970.0
VIC,2007-10-17T00:00,6985.5,7024.53,6946.48,6946.48,272570.0
VIC,2007-10-18T00:00,6868.43,7102.58,6829.4,6829.4,398500.0
VIC,2007-10-19T00:00,6985.5,7141.6,6946.48,7141.6,525830.0
VIC,2007-10-22T00:00,7024.53,7024.53,6946.48,7024.53,280000.0
VIC,2007-10-23T00:00,6868.43,6946.48,6829.4,6829.4,192730.0
VIC,2007-10-24T00:00,6829.4,7024.53,6829.4,6907.45,182750.0
VIC,2007-10-25T00:00,6907.45,6946.48,6790.38,6790.38,163650.0
